"MSOA","Tenure","People","Bedrooms","Count"
"E02000885",3,2,2,74
"E02000885",3,2,3,14
"E02000885",3,2,4,3
"E02000885",3,3,1,3
"E02000885",3,3,2,19
"E02000885",3,3,3,12
"E02000885",3,3,4,2
"E02000885",3,4,1,4
"E02000885",3,4,2,41
"E02000885",3,4,3,47
"E02000885",3,4,4,12
"E02000885",5,1,1,409
"E02000885",5,1,2,112
"E02000885",5,1,3,41
"E02000885",5,1,4,5
"E02000885",5,2,1,75
"E02000885",5,2,2,149
"E02000885",5,2,3,40
"E02000885",5,2,4,14
"E02000885",5,3,1,22
"E02000885",5,3,2,69
"E02000885",5,3,3,40
"E02000885",5,3,4,11
"E02000885",5,4,1,21
"E02000885",5,4,2,153
"E02000885",5,4,3,160
"E02000885",5,4,4,100
"E02000885",6,1,1,79
"E02000885",6,1,2,30
"E02000885",6,1,3,7
"E02000885",6,1,4,8
"E02000885",6,2,1,53
"E02000885",6,2,2,117
"E02000885",6,2,3,15
"E02000885",6,2,4,5
"E02000885",6,3,1,7
"E02000885",6,3,2,44
"E02000885",6,3,3,31
"E02000885",6,3,4,9
"E02000885",6,4,1,5
"E02000885",6,4,2,52
"E02000885",6,4,3,55
"E02000885",6,4,4,52
"E02000886",2,1,1,34
"E02000886",2,1,2,83
"E02000886",2,1,3,42
"E02000886",2,1,4,9
"E02000886",2,2,1,13
"E02000886",2,2,2,71
"E02000886",2,2,3,31
"E02000886",2,2,4,7
"E02000886",2,3,1,0
"E02000886",2,3,2,14
"E02000886",2,3,3,11
"E02000886",2,3,4,6
"E02000886",2,4,1,1
"E02000886",2,4,2,7
"E02000886",2,4,3,14
"E02000886",2,4,4,13
"E02000886",3,1,1,69
"E02000886",3,1,2,157
"E02000886",3,1,3,34
"E02000886",3,1,4,6
"E02000886",3,2,1,37
"E02000886",3,2,2,160
"E02000886",3,2,3,49
"E02000886",3,2,4,4
"E02000886",3,3,1,4
"E02000886",3,3,2,49
"E02000886",3,3,3,38
"E02000886",3,3,4,11
"E02000886",3,4,1,2
"E02000886",3,4,2,32
"E02000886",3,4,3,42
"E02000886",3,4,4,32
"E02000886",5,1,1,299
"E02000886",5,1,2,86
"E02000886",5,1,3,22
"E02000886",5,1,4,7
"E02000886",5,2,1,69
"E02000886",5,2,2,93
"E02000886",5,2,3,38
"E02000886",5,2,4,3
"E02000886",5,3,1,15
"E02000886",5,3,2,57
"E02000886",5,3,3,35
"E02000886",5,3,4,2
"E02000886",5,4,1,11
"E02000886",5,4,2,116
"E02000886",5,4,3,97
"E02000886",5,4,4,34
"E02000886",6,1,1,158
"E02000886",6,1,2,118
"E02000886",6,1,3,17
"E02000886",6,1,4,1
"E02000886",6,2,1,142
"E02000886",6,2,2,336
"E02000886",6,2,3,17
"E02000886",6,2,4,4
"E02000886",6,3,1,19
"E02000886",6,3,2,91
"E02000886",6,3,3,61
"E02000886",6,3,4,6
"E02000886",6,4,1,2
"E02000886",6,4,2,57
"E02000886",6,4,3,52
"E02000886",6,4,4,38
"E02000887",2,1,1,16
"E02000887",2,1,2,23
"E02000887",2,1,3,36
"E02000887",2,1,4,6
"E02000887",2,2,1,8
"E02000887",2,2,2,22
"E02000887",2,2,3,36
"E02000887",2,2,4,4
"E02000887",2,3,1,1
"E02000887",2,3,2,11
"E02000887",2,3,3,17
"E02000887",2,3,4,5
"E02000887",2,4,1,0
"E02000887",2,4,2,4
"E02000887",2,4,3,14
"E02000887",2,4,4,10
"E02000887",3,1,1,49
"E02000887",3,1,2,74
"E02000887",3,1,3,30
"E02000887",3,1,4,6
"E02000887",3,2,1,22
"E02000887",3,2,2,77
"E02000887",3,2,3,44
"E02000887",3,2,4,3
"E02000887",3,3,1,8
"E02000887",3,3,2,21
"E02000887",3,3,3,24
"E02000887",3,3,4,3
"E02000887",3,4,1,2
"E02000887",3,4,2,29
"E02000887",3,4,3,62
"E02000887",3,4,4,22
"E02000887",5,1,1,298
"E02000887",5,1,2,137
"E02000887",5,1,3,59
"E02000887",5,1,4,6
"E02000887",5,2,1,103
"E02000887",5,2,2,191
"E02000887",5,2,3,62
"E02000887",5,2,4,9
"E02000887",5,3,1,35
"E02000887",5,3,2,141
"E02000887",5,3,3,61
"E02000887",5,3,4,9
"E02000887",5,4,1,13
"E02000887",5,4,2,237
"E02000887",5,4,3,207
"E02000887",5,4,4,65
"E02000887",6,1,1,125
"E02000887",6,1,2,46
"E02000887",6,1,3,26
"E02000887",6,1,4,11
"E02000887",6,2,1,85
"E02000887",6,2,2,137
"E02000887",6,2,3,35
"E02000887",6,2,4,8
"E02000887",6,3,1,11
"E02000887",6,3,2,71
"E02000887",6,3,3,44
"E02000887",6,3,4,9
"E02000887",6,4,1,10
"E02000887",6,4,2,83
"E02000887",6,4,3,87
"E02000887",6,4,4,55
"E02000888",2,1,1,36
"E02000888",2,1,2,75
"E02000888",2,1,3,23
"E02000888",2,1,4,1
"E02000888",2,2,1,7
"E02000888",2,2,2,59
"E02000888",2,2,3,16
"E02000888",2,2,4,3
"E02000888",2,3,1,0
"E02000888",2,3,2,5
"E02000888",2,3,3,14
"E02000888",2,3,4,4
"E02000888",2,4,1,0
"E02000888",2,4,2,11
"E02000888",2,4,3,20
"E02000888",2,4,4,6
"E02000888",3,1,1,111
"E02000888",3,1,2,149
"E02000888",3,1,3,31
"E02000888",3,1,4,3
"E02000888",3,2,1,53
"E02000888",3,2,2,157
"E02000888",3,2,3,34
"E02000888",3,2,4,5
"E02000888",3,3,1,11
"E02000888",3,3,2,50
"E02000888",3,3,3,19
"E02000888",3,3,4,7
"E02000888",3,4,1,4
"E02000888",3,4,2,50
"E02000888",3,4,3,54
"E02000888",3,4,4,28
"E02000888",5,1,1,254
"E02000888",5,1,2,79
"E02000888",5,1,3,18
"E02000888",5,1,4,3
"E02000888",5,2,1,56
"E02000888",5,2,2,110
"E02000888",5,2,3,15
"E02000888",5,2,4,4
"E02000888",5,3,1,26
"E02000888",5,3,2,85
"E02000888",5,3,3,16
"E02000888",5,3,4,3
"E02000888",5,4,1,15
"E02000888",5,4,2,177
"E02000888",5,4,3,124
"E02000888",5,4,4,77
"E02000888",6,1,1,208
"E02000888",6,1,2,130
"E02000888",6,1,3,13
"E02000888",6,1,4,6
"E02000888",6,2,1,176
"E02000888",6,2,2,290
"E02000888",6,2,3,30
"E02000888",6,2,4,3
"E02000888",6,3,1,13
"E02000888",6,3,2,93
"E02000888",6,3,3,59
"E02000888",6,3,4,9
"E02000888",6,4,1,10
"E02000888",6,4,2,69
"E02000888",6,4,3,50
"E02000888",6,4,4,39
"E02000889",2,1,1,61
"E02000889",2,1,2,85
"E02000889",2,1,3,30
"E02000889",2,1,4,9
"E02000889",2,2,1,16
"E02000889",2,2,2,58
"E02000889",2,2,3,29
"E02000889",2,2,4,12
"E02000889",2,3,1,0
"E02000889",2,3,2,16
"E02000889",2,3,3,12
"E02000889",2,3,4,8
"E02000889",2,4,1,1
"E02000889",2,4,2,6
"E02000889",2,4,3,12
"E02000889",2,4,4,9
"E02000889",3,1,1,99
"E02000889",3,1,2,123
"E02000889",3,1,3,26
"E02000889",3,1,4,3
"E02000889",3,2,1,36
"E02000889",3,2,2,141
"E02000889",3,2,3,46
"E02000889",3,2,4,10
"E02000889",3,3,1,5
"E02000889",3,3,2,46
"E02000889",3,3,3,36
"E02000889",3,3,4,14
"E02000889",3,4,1,3
"E02000889",3,4,2,16
"E02000889",3,4,3,32
"E02000889",3,4,4,16
"E02000889",5,1,1,240
"E02000889",5,1,2,82
"E02000889",5,1,3,15
"E02000889",5,1,4,1
"E02000889",5,2,1,48
"E02000889",5,2,2,78
"E02000889",5,2,3,26
"E02000889",5,2,4,1
"E02000889",5,3,1,15
"E02000889",5,3,2,56
"E02000889",5,3,3,24
"E02000889",5,3,4,1
"E02000889",5,4,1,12
"E02000889",5,4,2,134
"E02000889",5,4,3,90
"E02000889",5,4,4,30
"E02000889",6,1,1,222
"E02000889",6,1,2,92
"E02000889",6,1,3,18
"E02000889",6,1,4,6
"E02000889",6,2,1,127
"E02000889",6,2,2,204
"E02000889",6,2,3,30
"E02000889",6,2,4,10
"E02000889",6,3,1,18
"E02000889",6,3,2,62
"E02000889",6,3,3,61
"E02000889",6,3,4,10
"E02000889",6,4,1,0
"E02000889",6,4,2,40
"E02000889",6,4,3,55
"E02000889",6,4,4,55
"E02000890",2,1,1,142
"E02000890",2,1,2,164
"E02000890",2,1,3,51
"E02000890",2,1,4,8
"E02000890",2,2,1,32
"E02000890",2,2,2,105
"E02000890",2,2,3,36
"E02000890",2,2,4,8
"E02000890",2,3,1,3
"E02000890",2,3,2,27
"E02000890",2,3,3,11
"E02000890",2,3,4,0
"E02000890",2,4,1,0
"E02000890",2,4,2,10
"E02000890",2,4,3,10
"E02000890",2,4,4,8
"E02000890",3,1,1,146
"E02000890",3,1,2,196
"E02000890",3,1,3,18
"E02000890",3,1,4,5
"E02000890",3,2,1,70
"E02000890",3,2,2,208
"E02000890",3,2,3,46
"E02000890",3,2,4,8
"E02000890",3,3,1,9
"E02000890",3,3,2,55
"E02000890",3,3,3,25
"E02000890",3,3,4,4
"E02000890",3,4,1,2
"E02000890",3,4,2,28
"E02000890",3,4,3,22
"E02000890",3,4,4,13
"E02000890",5,1,1,108
"E02000890",5,1,2,46
"E02000890",5,1,3,15
"E02000890",5,1,4,1
"E02000890",5,2,1,21
"E02000890",5,2,2,33
"E02000890",5,2,3,24
"E02000890",5,2,4,2
"E02000890",5,3,1,5
"E02000890",5,3,2,18
"E02000890",5,3,3,4
"E02000890",5,3,4,1
"E02000890",5,4,1,1
"E02000890",5,4,2,25
"E02000890",5,4,3,32
"E02000890",5,4,4,23
"E02000890",6,1,1,315
"E02000890",6,1,2,179
"E02000890",6,1,3,22
"E02000890",6,1,4,3
"E02000890",6,2,1,230
"E02000890",6,2,2,252
"E02000890",6,2,3,23
"E02000890",6,2,4,3
"E02000890",6,3,1,15
"E02000890",6,3,2,87
"E02000890",6,3,3,45
"E02000890",6,3,4,3
"E02000890",6,4,1,1
"E02000890",6,4,2,25
"E02000890",6,4,3,36
"E02000890",6,4,4,25
"E02000891",2,1,1,63
"E02000891",2,1,2,143
"E02000891",2,1,3,31
"E02000891",2,1,4,5
"E02000891",2,2,1,15
"E02000891",2,2,2,72
"E02000891",2,2,3,35
"E02000891",2,2,4,10
"E02000891",2,3,1,1
"E02000891",2,3,2,24
"E02000891",2,3,3,14
"E02000891",2,3,4,1
"E02000891",2,4,1,1
"E02000891",2,4,2,13
"E02000891",2,4,3,9
"E02000891",2,4,4,15
"E02000891",3,1,1,139
"E02000891",3,1,2,216
"E02000891",3,1,3,29
"E02000891",3,1,4,6
"E02000891",3,2,1,100
"E02000891",3,2,2,297
"E02000891",3,2,3,46
"E02000891",3,2,4,13
"E02000891",3,3,1,10
"E02000891",3,3,2,100
"E02000891",3,3,3,37
"E02000891",3,3,4,8
"E02000891",3,4,1,1
"E02000891",3,4,2,43
"E02000891",3,4,3,38
"E02000891",3,4,4,19
"E02000891",5,1,1,263
"E02000891",5,1,2,105
"E02000891",5,1,3,28
"E02000891",5,1,4,3
"E02000891",5,2,1,107
"E02000891",5,2,2,170
"E02000891",5,2,3,40
"E02000891",5,2,4,11
"E02000891",5,3,1,20
"E02000891",5,3,2,111
"E02000891",5,3,3,50
"E02000891",5,3,4,11
"E02000891",5,4,1,19
"E02000891",5,4,2,174
"E02000891",5,4,3,185
"E02000891",5,4,4,100
"E02000891",6,1,1,623
"E02000891",6,1,2,347
"E02000891",6,1,3,18
"E02000891",6,1,4,11
"E02000891",6,2,1,473
"E02000891",6,2,2,653
"E02000891",6,2,3,50
"E02000891",6,2,4,15
"E02000891",6,3,1,43
"E02000891",6,3,2,203
"E02000891",6,3,3,88
"E02000891",6,3,4,19
"E02000891",6,4,1,15
"E02000891",6,4,2,96
"E02000891",6,4,3,78
"E02000891",6,4,4,59
"E02000893",2,1,1,22
"E02000893",2,1,2,75
"E02000893",2,1,3,32
"E02000893",2,1,4,7
"E02000893",2,2,1,11
"E02000893",2,2,2,44
"E02000893",2,2,3,36
"E02000893",2,2,4,7
"E02000893",2,3,1,0
"E02000893",2,3,2,18
"E02000893",2,3,3,18
"E02000893",2,3,4,4
"E02000893",2,4,1,0
"E02000893",2,4,2,9
"E02000893",2,4,3,16
"E02000893",2,4,4,8
"E02000893",3,1,1,47
"E02000893",3,1,2,121
"E02000893",3,1,3,30
"E02000893",3,1,4,10
"E02000893",3,2,1,26
"E02000893",3,2,2,123
"E02000893",3,2,3,38
"E02000893",3,2,4,13
"E02000893",3,3,1,6
"E02000893",3,3,2,56
"E02000893",3,3,3,37
"E02000893",3,3,4,8
"E02000893",3,4,1,1
"E02000893",3,4,2,30
"E02000893",3,4,3,46
"E02000893",3,4,4,26
"E02000893",5,1,1,304
"E02000893",5,1,2,104
"E02000893",5,1,3,26
"E02000893",5,1,4,9
"E02000893",5,2,1,57
"E02000893",5,2,2,119
"E02000893",5,2,3,48
"E02000893",5,2,4,14
"E02000893",5,3,1,7
"E02000893",5,3,2,100
"E02000893",5,3,3,38
"E02000893",5,3,4,6
"E02000893",5,4,1,11
"E02000893",5,4,2,100
"E02000893",5,4,3,103
"E02000893",5,4,4,35
"E02000893",6,1,1,107
"E02000893",6,1,2,91
"E02000893",6,1,3,15
"E02000893",6,1,4,5
"E02000893",6,2,1,88
"E02000893",6,2,2,210
"E02000893",6,2,3,37
"E02000893",6,2,4,11
"E02000893",6,3,1,16
"E02000893",6,3,2,94
"E02000893",6,3,3,45
"E02000893",6,3,4,19
"E02000893",6,4,1,6
"E02000893",6,4,2,60
"E02000893",6,4,3,54
"E02000893",6,4,4,48
"E02000894",2,1,1,61
"E02000894",2,1,2,112
"E02000894",2,1,3,46
"E02000894",2,1,4,10
"E02000894",2,2,1,9
"E02000894",2,2,2,59
"E02000894",2,2,3,51
"E02000894",2,2,4,3
"E02000894",2,3,1,1
"E02000894",2,3,2,22
"E02000894",2,3,3,31
"E02000894",2,3,4,3
"E02000894",2,4,1,3
"E02000894",2,4,2,14
"E02000894",2,4,3,10
"E02000894",2,4,4,11
"E02000894",3,1,1,129
"E02000894",3,1,2,219
"E02000894",3,1,3,45
"E02000894",3,1,4,13
"E02000894",3,2,1,75
"E02000894",3,2,2,229
"E02000894",3,2,3,88
"E02000894",3,2,4,22
"E02000894",3,3,1,12
"E02000894",3,3,2,75
"E02000894",3,3,3,42
"E02000894",3,3,4,9
"E02000894",3,4,1,1
"E02000894",3,4,2,39
"E02000894",3,4,3,63
"E02000894",3,4,4,37
"E02000894",5,1,1,123
"E02000894",5,1,2,70
"E02000894",5,1,3,24
"E02000894",5,1,4,2
"E02000894",5,2,1,35
"E02000894",5,2,2,84
"E02000894",5,2,3,36
"E02000894",5,2,4,13
"E02000894",5,3,1,5
"E02000894",5,3,2,67
"E02000894",5,3,3,29
"E02000894",5,3,4,12
"E02000894",5,4,1,9
"E02000894",5,4,2,72
"E02000894",5,4,3,103
"E02000894",5,4,4,73
"E02000894",6,1,1,404
"E02000894",6,1,2,263
"E02000894",6,1,3,19
"E02000894",6,1,4,6
"E02000894",6,2,1,348
"E02000894",6,2,2,499
"E02000894",6,2,3,52
"E02000894",6,2,4,19
"E02000894",6,3,1,41
"E02000894",6,3,2,167
"E02000894",6,3,3,62
"E02000894",6,3,4,25
"E02000894",6,4,1,7
"E02000894",6,4,2,86
"E02000894",6,4,3,80
"E02000894",6,4,4,131
"E02006853",2,1,1,54
"E02006853",2,1,2,45
"E02006853",2,1,3,14
"E02006853",2,1,4,1
"E02006853",2,2,1,21
"E02006853",2,2,2,32
"E02006853",2,2,3,18
"E02006853",2,2,4,3
"E02006853",2,3,1,1
"E02006853",2,3,2,8
"E02006853",2,3,3,7
"E02006853",2,3,4,1
"E02006853",2,4,1,1
"E02006853",2,4,2,10
"E02006853",2,4,3,11
"E02006853",2,4,4,4
"E02006853",3,1,1,121
"E02006853",3,1,2,104
"E02006853",3,1,3,16
"E02006853",3,1,4,3
"E02006853",3,2,1,50
"E02006853",3,2,2,143
"E02006853",3,2,3,28
"E02006853",3,2,4,5
"E02006853",3,3,1,4
"E02006853",3,3,2,32
"E02006853",3,3,3,21
"E02006853",3,3,4,1
"E02006853",3,4,1,1
"E02006853",3,4,2,12
"E02006853",3,4,3,31
"E02006853",3,4,4,6
"E02006853",5,1,1,251
"E02006853",5,1,2,84
"E02006853",5,1,3,28
"E02006853",5,1,4,7
"E02006853",5,2,1,98
"E02006853",5,2,2,97
"E02006853",5,2,3,52
"E02006853",5,2,4,8
"E02006853",5,3,1,12
"E02006853",5,3,2,65
"E02006853",5,3,3,50
"E02006853",5,3,4,6
"E02006853",5,4,1,19
"E02006853",5,4,2,97
"E02006853",5,4,3,112
"E02006853",5,4,4,64
"E02006853",6,1,1,433
"E02006853",6,1,2,171
"E02006853",6,1,3,24
"E02006853",6,1,4,7
"E02006853",6,2,1,320
"E02006853",6,2,2,218
"E02006853",6,2,3,40
"E02006853",6,2,4,5
"E02006853",6,3,1,19
"E02006853",6,3,2,66
"E02006853",6,3,3,42
"E02006853",6,3,4,5
"E02006853",6,4,1,4
"E02006853",6,4,2,35
"E02006853",6,4,3,45
"E02006853",6,4,4,27
"E02006854",2,1,1,54
"E02006854",2,1,2,85
"E02006854",2,1,3,14
"E02006854",2,1,4,2
"E02006854",2,2,1,15
"E02006854",2,2,2,74
"E02006854",2,2,3,36
"E02006854",2,2,4,3
"E02006854",2,3,1,3
"E02006854",2,3,2,5
"E02006854",2,3,3,5
"E02006854",2,3,4,2
"E02006854",2,4,1,0
"E02006854",2,4,2,4
"E02006854",2,4,3,5
"E02006854",2,4,4,0
"E02006854",3,1,1,110
"E02006854",3,1,2,114
"E02006854",3,1,3,13
"E02006854",3,1,4,1
"E02006854",3,2,1,62
"E02006854",3,2,2,147
"E02006854",3,2,3,17
"E02006854",3,2,4,2
"E02006854",3,3,1,4
"E02006854",3,3,2,44
"E02006854",3,3,3,14
"E02006854",3,3,4,1
"E02006854",3,4,1,2
"E02006854",3,4,2,21
"E02006854",3,4,3,13
"E02006854",3,4,4,1
"E02006854",5,1,1,66
"E02006854",5,1,2,34
"E02006854",5,1,3,15
"E02006854",5,1,4,4
"E02006854",5,2,1,29
"E02006854",5,2,2,42
"E02006854",5,2,3,9
"E02006854",5,2,4,2
"E02006854",5,3,1,2
"E02006854",5,3,2,24
"E02006854",5,3,3,20
"E02006854",5,3,4,1
"E02006854",5,4,1,2
"E02006854",5,4,2,27
"E02006854",5,4,3,66
"E02006854",5,4,4,75
"E02006854",6,1,1,435
"E02006854",6,1,2,272
"E02006854",6,1,3,16
"E02006854",6,1,4,2
"E02006854",6,2,1,304
"E02006854",6,2,2,412
"E02006854",6,2,3,23
"E02006854",6,2,4,5
"E02006854",6,3,1,24
"E02006854",6,3,2,113
"E02006854",6,3,3,33
"E02006854",6,3,4,2
"E02006854",6,4,1,2
"E02006854",6,4,2,29
"E02006854",6,4,3,19
"E02006854",6,4,4,9
